Date,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
12/6/2023,9,83,No,6,4,82
5/11/2023,5,86,Yes,7,6,73
4/12/2023,6,99,No,7,6,86
9/2/2023,2,78,Yes,4,2,56
1/3/2023,8,98,No,6,7,94
4/1/2023,9,75,No,9,0,74
12/23/2023,2,60,No,4,3,37
12/28/2023,6,80,Yes,6,9,69
7/5/2023,6,93,Yes,5,3,79
1/7/2023,8,87,Yes,9,1,83
7/13/2023,5,65,Yes,6,5,50
7/30/2023,9,52,No,4,0,47
5/10/2023,1,75,Yes,8,2,53
11/18/2023,9,63,Yes,7,8,62
8/8/2023,7,80,Yes,4,9,75
4/24/2023,4,65,No,6,5,48
5/15/2023,3,60,Yes,9,1,40
10/3/2023,6,57,Yes,9,8,45
12/10/2023,1,54,No,6,1,27
9/1/2023,3,54,No,7,6,32
5/4/2023,2,45,No,4,0,20
3/4/2023,9,82,No,9,4,80
9/26/2023,3,70,No,9,6,51
11/6/2023,2,67,No,8,2,44
9/20/2023,4,47,No,5,3,29
3/17/2023,2,68,Yes,8,4,46
2/25/2023,1,60,No,5,2,37
6/4/2023,6,56,No,9,5,44
4/13/2023,8,95,No,5,2,90
1/7/2023,2,96,No,4,7,75
3/10/2023,9,88,No,9,6,84
3/16/2023,3,63,Yes,9,0,44
3/13/2023,8,97,Yes,5,1,91
11/30/2023,8,99,Yes,6,3,94
8/13/2023,3,89,Yes,5,4,69
3/19/2023,3,75,Yes,5,9,57
10/27/2023,6,70,Yes,7,3,55
3/20/2023,1,86,Yes,7,3,61
11/3/2023,4,73,No,4,8,54
1/27/2023,1,41,No,4,3,12
10/2/2023,3,81,No,6,3,62
8/29/2023,9,42,No,7,3,40
5/2/2023,5,69,No,8,1,57
2/26/2023,5,47,No,4,7,33
7/20/2023,4,91,Yes,4,3,71
12/4/2023,3,46,No,7,4,26
3/11/2023,5,51,No,7,7,39
12/3/2023,4,97,No,6,3,74
6/27/2023,8,58,Yes,7,4,56
3/10/2023,4,65,Yes,5,4,45
2/5/2023,8,67,Yes,9,5,61
12/11/2023,6,54,No,8,6,45
8/11/2023,5,53,No,9,2,43
10/14/2023,4,87,No,5,9,68
6/27/2023,4,98,Yes,5,2,79
7/12/2023,4,53,Yes,9,8,40
1/4/2023,9,42,No,5,0,37
10/25/2023,4,89,Yes,4,9,72
12/31/2023,9,68,No,9,7,67
6/30/2023,6,99,Yes,5,9,93
1/13/2023,7,93,Yes,4,2,85
12/10/2023,3,45,Yes,7,4,26
4/21/2023,8,88,No,8,2,84
4/26/2023,3,62,Yes,8,9,45
12/3/2023,1,67,No,5,0,41
12/4/2023,5,53,No,8,9,39
3/8/2023,2,53,No,4,4,28
8/30/2023,6,59,Yes,7,7,48
10/29/2023,9,52,Yes,5,4,46
2/7/2023,1,66,Yes,6,3,38
12/15/2023,4,99,No,9,8,87
5/31/2023,1,74,Yes,8,0,50
10/20/2023,1,84,Yes,8,4,63
10/18/2023,8,95,No,5,0,89
1/20/2023,2,41,No,9,5,19
4/24/2023,1,80,No,9,9,56
9/5/2023,8,84,Yes,8,8,82
12/5/2023,4,79,Yes,8,1,60
8/9/2023,3,87,No,6,3,67
1/27/2023,4,63,Yes,9,7,50
9/17/2023,5,68,No,4,2,52
1/3/2023,1,42,Yes,5,6,17
12/18/2023,1,84,No,5,6,61
3/18/2023,3,43,Yes,6,1,22
2/12/2023,6,89,No,6,9,79
2/28/2023,1,41,No,4,3,15
7/29/2023,2,59,No,7,0,34
2/21/2023,7,93,Yes,5,7,83
11/1/2023,1,92,Yes,9,9,71
8/27/2023,7,54,Yes,8,9,47
8/17/2023,4,88,No,4,8,70
4/7/2023,6,71,No,5,0,58
7/8/2023,8,81,No,9,6,74
12/13/2023,9,40,No,4,0,34
10/25/2023,6,77,No,7,0,66
2/1/2023,9,74,No,9,8,73
12/8/2023,4,90,No,5,9,72
6/14/2023,6,46,No,8,9,34
2/10/2023,8,84,No,9,5,80
12/31/2023,9,52,Yes,5,0,49
8/7/2023,3,88,No,4,6,69
2/10/2023,2,40,Yes,7,2,16
2/8/2023,6,53,No,9,9,46
7/15/2023,4,68,Yes,4,3,50
4/27/2023,1,97,No,4,3,67
7/21/2023,8,42,Yes,6,7,37
10/4/2023,9,85,No,4,0,78
12/22/2023,9,63,No,9,7,62
5/3/2023,2,40,No,7,8,18
9/10/2023,9,87,Yes,8,6,83
7/18/2023,7,49,No,6,0,42
7/11/2023,5,52,Yes,4,6,36
4/25/2023,7,75,Yes,9,5,64
4/23/2023,9,48,Yes,5,4,47
5/27/2023,8,53,Yes,6,4,48
2/15/2023,6,75,Yes,7,0,63
4/28/2023,4,49,No,5,5,31
3/12/2023,1,79,Yes,7,3,54
6/24/2023,6,62,Yes,5,0,46
1/3/2023,3,74,Yes,8,7,53
7/25/2023,6,94,Yes,7,7,86
2/10/2023,6,46,No,5,3,34
5/12/2023,4,81,No,7,6,66
2/19/2023,2,74,No,6,2,53
11/9/2023,9,41,Yes,7,7,32
3/30/2023,2,54,Yes,9,6,32
8/27/2023,3,48,Yes,7,4,26
9/10/2023,1,86,No,5,4,59
10/22/2023,7,56,Yes,7,8,45
5/17/2023,1,78,No,8,5,54
5/3/2023,9,91,Yes,4,5,89
10/26/2023,1,57,Yes,6,1,35
4/17/2023,5,54,No,9,4,40
8/24/2023,7,57,Yes,5,3,49
1/17/2023,3,63,No,7,9,46
1/4/2023,9,62,Yes,7,2,63
5/10/2023,8,51,No,7,8,43
1/26/2023,3,62,Yes,6,6,44
11/8/2023,5,60,Yes,9,3,48
6/2/2023,7,65,Yes,4,8,53
7/2/2023,4,47,Yes,8,8,32
8/26/2023,5,69,Yes,9,6,58
1/25/2023,3,73,No,8,4,50
7/21/2023,9,41,No,9,8,39
5/9/2023,9,44,Yes,5,6,41
8/12/2023,7,70,No,4,8,61
4/23/2023,2,72,No,4,2,49
3/29/2023,7,93,No,6,8,84
8/13/2023,7,43,No,9,0,32
7/24/2023,5,45,Yes,7,4,32
3/16/2023,9,62,No,4,1,60
5/26/2023,3,84,No,9,0,67
1/28/2023,4,58,Yes,7,2,46
3/19/2023,1,82,Yes,6,6,56
7/14/2023,6,84,Yes,9,2,74
4/7/2023,4,47,Yes,9,9,28
5/24/2023,1,78,Yes,5,9,52
6/5/2023,2,52,Yes,9,8,28
2/17/2023,3,40,Yes,5,2,18
11/28/2023,9,45,Yes,7,5,45
5/22/2023,8,46,No,7,1,41
8/2/2023,7,87,Yes,4,7,78
3/6/2023,4,66,No,6,9,48
5/6/2023,1,54,Yes,5,4,26
7/25/2023,8,91,Yes,4,1,86
8/11/2023,4,73,No,8,6,56
12/11/2023,3,97,Yes,4,2,77
7/26/2023,9,96,Yes,7,4,95
10/15/2023,4,62,No,8,8,47
12/12/2023,4,87,No,4,0,62
7/27/2023,9,88,No,9,1,87
11/8/2023,2,63,No,6,4,40
9/1/2023,5,54,No,5,3,35
8/6/2023,4,74,No,9,0,60
9/21/2023,9,43,Yes,8,6,41
7/20/2023,5,83,Yes,6,8,67
7/24/2023,9,76,Yes,4,0,70
2/24/2023,9,56,Yes,9,7,55
1/14/2023,2,70,Yes,7,8,54
5/22/2023,9,77,No,7,1,72
5/11/2023,3,49,No,6,0,26
12/7/2023,4,93,Yes,7,5,77
1/23/2023,1,89,No,5,6,67
1/26/2023,1,66,Yes,6,1,39
5/15/2023,1,81,No,6,4,54
5/18/2023,9,45,Yes,7,4,43
4/17/2023,8,95,Yes,6,6,89
6/1/2023,5,45,Yes,4,0,28
5/26/2023,5,91,No,8,9,80
12/24/2023,9,54,No,9,7,51
7/28/2023,3,43,Yes,8,4,23
9/6/2023,3,96,No,9,2,79
3/7/2023,7,87,Yes,7,8,77
8/31/2023,9,93,Yes,5,2,89
6/5/2023,6,95,No,5,6,80
7/10/2023,2,79,Yes,7,9,57
6/14/2023,1,46,Yes,7,6,20
3/11/2023,2,90,Yes,6,9,68
8/26/2023,1,97,No,5,7,71
3/22/2023,9,88,Yes,8,9,88
2/18/2023,8,92,Yes,7,7,85
12/5/2023,7,84,Yes,8,3,77
8/11/2023,3,86,Yes,9,0,66
6/24/2023,8,65,No,8,3,61
4/6/2023,2,97,Yes,5,5,74
9/5/2023,2,70,Yes,9,9,48
1/13/2023,3,41,No,8,5,18
1/26/2023,7,67,No,6,5,59
3/17/2023,1,81,No,6,6,55
6/8/2023,8,52,No,5,0,47
11/8/2023,7,57,No,6,9,52
6/23/2023,4,69,No,7,0,50
8/15/2023,5,94,Yes,9,6,77
2/23/2023,1,50,Yes,5,3,25
1/10/2023,4,52,No,9,5,35
6/23/2023,1,90,Yes,8,5,65
8/25/2023,1,63,No,7,8,40
4/14/2023,1,96,Yes,5,1,70
1/20/2023,7,68,No,8,3,61
1/13/2023,7,95,No,8,3,89
6/8/2023,4,93,Yes,8,6,77
9/27/2023,2,44,No,8,0,22
1/10/2023,3,74,Yes,8,4,55
4/27/2023,8,58,No,5,3,52
4/9/2023,8,94,No,6,1,88
7/9/2023,6,52,Yes,8,4,44
11/19/2023,9,44,No,7,8,39
12/5/2023,9,83,Yes,5,7,80
2/22/2023,4,53,Yes,4,8,35
8/24/2023,1,77,Yes,6,6,52
4/20/2023,1,61,Yes,7,9,34
4/28/2023,5,48,Yes,8,6,33
8/23/2023,2,88,No,5,1,64
5/21/2023,6,79,No,5,2,65
6/17/2023,7,65,Yes,8,9,55
1/7/2023,1,84,No,7,7,58
5/14/2023,6,44,Yes,5,1,29
12/30/2023,8,68,No,9,6,65
1/6/2023,5,93,Yes,6,5,80
3/22/2023,7,61,No,7,9,55
10/24/2023,6,88,Yes,8,3,78
7/13/2023,4,42,No,7,3,22
11/30/2023,7,67,Yes,9,2,53
8/22/2023,9,77,Yes,7,5,77
4/4/2023,7,53,No,4,2,41
8/12/2023,5,86,Yes,8,8,69
3/29/2023,7,53,Yes,6,3,47
4/17/2023,3,82,No,8,3,64
10/18/2023,2,50,No,4,1,28
3/11/2023,5,48,Yes,8,1,35
11/22/2023,4,77,Yes,8,6,63
3/10/2023,5,86,Yes,6,4,71
8/2/2023,8,83,Yes,4,2,78
3/29/2023,4,45,No,8,5,32
9/26/2023,9,40,Yes,9,5,40
4/25/2023,7,64,Yes,8,0,55
10/26/2023,7,55,No,5,2,42
5/10/2023,8,91,No,8,4,88
12/28/2023,6,54,Yes,6,6,43
5/7/2023,8,73,No,5,3,66
5/26/2023,3,56,No,9,7,33
9/1/2023,1,42,No,9,2,12
10/22/2023,6,42,Yes,9,5,32
3/8/2023,1,76,Yes,4,5,48
8/2/2023,9,56,Yes,9,8,56
10/17/2023,2,94,No,7,3,73
3/21/2023,2,88,Yes,6,6,65
8/27/2023,7,91,Yes,4,9,83
4/8/2023,2,77,Yes,5,0,53
2/27/2023,8,40,No,7,0,39
9/26/2023,6,46,Yes,4,1,32
4/7/2023,7,65,Yes,6,3,55
1/22/2023,7,86,Yes,5,5,76
1/9/2023,6,78,Yes,6,3,69
3/19/2023,9,58,No,6,5,54
10/30/2023,9,91,Yes,5,1,89
12/3/2023,7,93,Yes,9,8,87
8/21/2023,9,69,No,8,2,66
11/29/2023,3,82,No,6,6,65
5/2/2023,3,94,No,9,0,71
11/21/2023,1,53,No,5,7,27
4/6/2023,5,52,No,6,3,38
12/6/2023,4,59,Yes,8,4,43
2/10/2023,2,65,No,5,6,38
11/24/2023,9,66,No,4,2,59
6/30/2023,3,64,No,4,8,44
9/21/2023,8,48,Yes,9,8,39
11/11/2023,6,80,Yes,4,7,67
8/2/2023,5,87,Yes,7,0,70
5/1/2023,1,51,No,6,1,24
12/29/2023,4,49,Yes,6,1,31
4/11/2023,3,45,No,5,2,24
7/24/2023,1,89,No,7,1,61
8/2/2023,5,73,Yes,6,0,59
12/3/2023,6,98,Yes,5,4,87
5/22/2023,2,91,Yes,8,5,68
2/15/2023,3,80,No,6,6,62
12/2/2023,6,58,Yes,9,9,50
8/30/2023,4,45,Yes,6,6,27
9/16/2023,9,41,Yes,8,1,36
4/21/2023,5,54,Yes,8,6,43
12/17/2023,4,56,Yes,6,1,35
3/18/2023,2,55,No,8,1,29
3/18/2023,6,67,No,5,5,56
5/16/2023,2,60,Yes,6,5,41
11/28/2023,7,47,No,6,7,37
11/21/2023,3,49,No,4,4,26
10/23/2023,9,49,No,9,4,46
5/4/2023,5,89,Yes,6,9,75
4/26/2023,8,49,No,4,0,40
5/25/2023,6,48,Yes,8,3,36
4/1/2023,8,67,No,9,0,62
5/9/2023,3,63,Yes,9,9,47
4/2/2023,3,58,No,8,4,39
8/8/2023,5,72,No,5,7,57
12/25/2023,3,43,Yes,4,0,20
8/6/2023,8,95,Yes,6,2,87
7/2/2023,8,42,No,4,0,31
1/21/2023,2,81,Yes,8,5,57
2/10/2023,4,51,Yes,8,9,37
5/1/2023,1,57,Yes,5,0,29
6/17/2023,4,62,Yes,9,9,48
6/27/2023,4,59,No,9,2,41
10/17/2023,9,45,Yes,8,4,43
9/20/2023,3,92,No,4,4,70
3/4/2023,2,73,No,9,1,54
12/2/2023,9,81,Yes,6,2,77
3/7/2023,9,41,Yes,6,8,40
8/5/2023,1,69,Yes,4,0,39
7/26/2023,6,48,Yes,5,0,38
1/26/2023,8,66,No,6,1,61
10/24/2023,3,81,No,4,7,59
3/1/2023,9,73,Yes,4,5,68
1/2/2023,2,79,No,8,3,59
8/25/2023,6,63,Yes,9,6,55
10/9/2023,1,88,No,8,5,63
7/2/2023,7,56,No,9,8,47
6/8/2023,3,68,No,5,5,49
7/15/2023,7,75,Yes,5,1,64
12/26/2023,4,89,Yes,5,2,72
6/17/2023,9,51,No,4,8,46
3/16/2023,5,70,Yes,4,6,55
1/8/2023,3,88,Yes,8,5,73
3/7/2023,8,48,No,6,4,41
11/9/2023,6,58,Yes,9,2,50
5/22/2023,2,85,Yes,9,3,61
5/16/2023,3,85,No,5,0,60
7/12/2023,8,56,No,9,4,52
3/16/2023,7,41,No,7,6,31
4/24/2023,6,79,No,5,1,66
6/14/2023,1,44,Yes,9,7,16
10/28/2023,9,98,Yes,8,9,93
12/15/2023,3,78,No,9,5,59
7/5/2023,5,93,No,4,9,78
12/24/2023,7,87,Yes,8,2,79
2/7/2023,7,55,Yes,8,1,50
6/8/2023,3,56,Yes,8,7,38
5/21/2023,4,93,No,7,3,80
4/12/2023,7,66,No,7,6,58
5/11/2023,8,46,No,9,6,44
12/20/2023,2,91,No,5,9,70
10/26/2023,9,47,Yes,9,8,45
7/8/2023,7,47,No,9,9,40
11/8/2023,8,62,No,9,7,57
3/23/2023,6,71,Yes,4,7,61
6/6/2023,6,82,No,8,6,72
11/10/2023,9,86,Yes,6,9,83
12/31/2023,4,57,No,5,4,36
4/7/2023,5,77,Yes,5,8,61
8/15/2023,9,93,Yes,8,6,90
6/11/2023,1,51,Yes,5,2,22
3/23/2023,4,54,No,8,5,35
12/24/2023,7,67,No,5,2,59
5/20/2023,9,94,No,9,5,89
9/22/2023,6,77,No,4,7,66
11/4/2023,8,89,No,5,8,88
5/15/2023,9,95,No,5,1,91
11/22/2023,4,70,Yes,6,5,53
12/26/2023,1,91,No,4,2,64
9/20/2023,8,48,No,9,6,40
3/18/2023,2,47,Yes,4,3,24
4/13/2023,1,85,Yes,4,4,59
6/21/2023,7,58,No,5,9,49
4/24/2023,9,90,Yes,7,5,85
8/9/2023,9,47,No,5,7,47
9/21/2023,3,73,Yes,8,1,54
8/8/2023,6,96,No,6,3,82
10/18/2023,7,43,Yes,4,3,31
9/16/2023,9,70,Yes,8,5,67
5/24/2023,2,77,No,9,3,58
4/25/2023,8,42,No,8,4,36
10/6/2023,7,74,Yes,7,4,66
12/3/2023,4,58,Yes,4,7,39
5/28/2023,2,82,Yes,5,3,61
1/22/2023,8,68,Yes,4,5,64
4/28/2023,5,49,No,6,6,31
3/13/2023,6,51,Yes,4,7,39
6/7/2023,7,85,Yes,8,8,78
9/18/2023,1,69,No,8,9,43
1/30/2023,8,69,No,5,7,62
10/23/2023,4,99,No,5,3,80
5/14/2023,9,57,No,5,3,51
1/4/2023,1,63,No,9,9,40
1/3/2023,2,71,No,6,4,48
1/14/2023,6,48,Yes,9,2,38
7/19/2023,1,86,Yes,9,1,61
6/7/2023,4,63,Yes,9,1,42
5/23/2023,8,65,No,4,8,57
7/14/2023,5,42,No,7,7,26
6/13/2023,9,62,Yes,4,5,58
8/25/2023,6,50,Yes,5,8,40
10/28/2023,1,49,No,6,4,26
2/8/2023,6,89,No,9,9,78
3/26/2023,6,75,Yes,4,0,62
9/16/2023,6,99,Yes,8,7,90
2/20/2023,8,52,Yes,9,2,50
8/6/2023,6,68,Yes,4,8,57
8/18/2023,5,77,Yes,8,0,62
3/4/2023,2,98,No,4,2,74
11/27/2023,4,92,Yes,4,0,74
10/28/2023,5,52,Yes,9,0,40
10/17/2023,4,96,No,4,5,81
10/25/2023,2,65,Yes,5,3,45
5/28/2023,7,59,No,8,9,50
8/27/2023,2,44,No,6,3,17
5/25/2023,1,59,Yes,7,4,31
5/4/2023,5,53,Yes,9,2,40
2/13/2023,1,84,No,8,1,61
1/17/2023,1,53,No,5,9,26
4/10/2023,1,47,No,8,7,20
7/6/2023,6,87,Yes,6,6,73
6/22/2023,9,52,Yes,9,9,55
10/24/2023,1,63,Yes,8,3,37
4/25/2023,5,54,Yes,5,1,35
9/28/2023,9,90,Yes,9,8,90
8/18/2023,9,40,No,5,7,36
11/5/2023,1,61,Yes,9,3,38
2/1/2023,8,73,Yes,7,4,65
9/13/2023,1,89,No,6,9,66
7/25/2023,8,90,Yes,7,5,88
8/30/2023,1,79,Yes,4,3,53
12/24/2023,5,42,Yes,5,1,27
12/22/2023,8,94,No,7,4,90
9/1/2023,6,65,No,5,0,50
11/10/2023,9,53,Yes,9,6,49
11/16/2023,1,97,Yes,5,8,71
11/16/2023,9,80,Yes,4,2,72
7/23/2023,1,47,No,5,5,21
5/4/2023,3,88,No,9,8,73
12/31/2023,1,94,Yes,9,3,68
2/23/2023,3,94,Yes,7,5,74
6/1/2023,2,95,Yes,6,2,72
5/8/2023,2,55,Yes,8,8,38
5/5/2023,9,81,No,7,6,78
11/29/2023,8,60,No,4,6,55
6/9/2023,1,49,Yes,8,3,24
3/21/2023,4,96,No,5,5,72
12/21/2023,1,64,No,7,7,38
6/24/2023,1,95,Yes,8,5,73
1/3/2023,4,77,Yes,7,5,60
8/1/2023,2,61,Yes,5,3,38
8/31/2023,3,88,Yes,9,7,74
9/25/2023,9,87,No,7,9,86
5/16/2023,2,86,Yes,4,7,62
5/3/2023,4,93,Yes,8,8,80
12/29/2023,1,85,Yes,8,5,62
12/28/2023,2,43,Yes,8,1,22
9/19/2023,5,43,No,7,3,28
3/16/2023,1,69,Yes,5,3,41
8/24/2023,7,41,Yes,7,7,34
5/5/2023,4,68,No,7,4,52
9/18/2023,6,82,Yes,9,3,71
7/15/2023,8,75,Yes,8,7,68
2/20/2023,6,60,Yes,5,2,47
6/24/2023,2,99,No,6,1,73
12/20/2023,1,60,Yes,5,3,33
9/22/2023,8,87,Yes,7,0,83
7/6/2023,8,60,Yes,4,0,48
12/18/2023,9,43,No,5,4,39
4/1/2023,6,40,Yes,8,0,29
4/7/2023,1,65,Yes,4,3,36
9/13/2023,9,95,Yes,6,7,94
3/22/2023,3,90,No,6,7,73
2/8/2023,6,41,No,4,1,28
8/7/2023,9,48,Yes,6,2,49
3/30/2023,3,94,Yes,4,2,73
3/28/2023,5,96,No,7,0,83
4/7/2023,5,84,Yes,4,2,73
1/6/2023,7,57,No,7,7,50
6/18/2023,4,87,No,8,5,74
2/18/2023,4,87,No,8,4,71
12/28/2023,7,96,Yes,6,9,92
12/7/2023,9,81,No,9,8,78
11/25/2023,4,80,No,9,6,64
5/17/2023,4,50,Yes,4,5,37
6/22/2023,6,64,Yes,7,4,49
3/30/2023,6,65,Yes,8,4,53
4/17/2023,7,97,No,8,9,95
8/27/2023,1,75,No,8,8,50
12/15/2023,3,81,Yes,6,9,62
8/21/2023,9,74,No,8,5,74
2/6/2023,6,77,Yes,9,3,70
11/9/2023,6,42,Yes,5,3,29
1/7/2023,5,98,Yes,6,3,81
1/30/2023,3,80,Yes,4,5,58
10/8/2023,5,74,Yes,5,0,57
8/5/2023,1,89,No,6,8,61
12/20/2023,3,79,No,6,1,56
9/4/2023,4,61,Yes,7,1,44
3/4/2023,5,47,No,5,4,30
11/19/2023,9,54,No,5,3,53
2/26/2023,4,84,Yes,9,2,67
12/15/2023,3,46,No,5,4,21
10/11/2023,1,58,No,8,6,35
12/20/2023,6,79,Yes,9,9,77
8/6/2023,7,81,No,8,1,72
4/6/2023,8,56,No,9,5,52
8/22/2023,1,40,No,4,3,15
7/6/2023,4,84,No,9,1,67
5/16/2023,5,68,No,4,0,55
5/20/2023,2,97,Yes,9,7,73
6/12/2023,1,52,Yes,4,4,25
11/19/2023,8,95,Yes,8,9,90
11/27/2023,6,87,Yes,9,1,74
8/9/2023,5,68,Yes,7,7,53
2/13/2023,9,80,No,9,2,79
1/22/2023,2,81,No,4,6,59
4/23/2023,8,45,Yes,6,1,40
1/1/2023,9,44,Yes,8,6,39
1/31/2023,1,73,Yes,7,3,49
4/28/2023,7,50,No,6,9,41
2/11/2023,8,48,No,6,0,39
10/10/2023,3,77,No,8,4,57
9/5/2023,4,79,No,9,3,66
12/27/2023,3,80,No,5,7,59
11/6/2023,7,48,No,7,0,40
9/21/2023,9,47,Yes,9,1,47
1/14/2023,3,83,No,8,4,65
11/19/2023,6,97,Yes,5,9,86
3/13/2023,8,79,Yes,8,9,75
4/29/2023,6,42,No,8,1,30
6/24/2023,2,52,No,6,0,26
12/9/2023,7,58,No,9,5,49
4/28/2023,2,73,No,8,9,52
7/4/2023,2,71,No,9,3,47
12/2/2023,2,88,No,5,4,64
12/23/2023,1,55,No,6,2,28
1/2/2023,1,75,No,5,9,48
6/3/2023,7,57,Yes,5,5,47
2/2/2023,5,53,Yes,6,3,37
10/31/2023,3,69,No,9,5,54
7/31/2023,1,41,Yes,5,4,18
3/17/2023,6,52,No,4,1,37
8/27/2023,1,66,Yes,9,3,41
8/9/2023,9,98,Yes,8,1,96
4/7/2023,2,92,No,6,4,69
9/20/2023,1,91,No,6,2,64
5/15/2023,7,56,No,9,5,48
9/29/2023,6,70,Yes,4,4,59
7/28/2023,6,54,Yes,4,1,39
11/4/2023,5,96,No,4,9,80
9/1/2023,4,59,Yes,4,7,38
4/20/2023,4,44,No,7,5,26
10/16/2023,3,46,Yes,6,8,27
10/18/2023,8,57,No,5,2,50
10/19/2023,7,95,Yes,6,3,89
1/9/2023,9,50,No,6,7,45
5/9/2023,1,71,No,6,6,42
2/23/2023,7,89,No,4,7,80
1/12/2023,4,66,Yes,4,8,48
10/7/2023,7,65,No,7,7,59
5/12/2023,1,76,Yes,9,7,53
9/11/2023,5,84,No,6,5,72
3/17/2023,3,67,No,8,1,46
2/6/2023,5,89,No,9,6,75
10/31/2023,4,41,Yes,7,3,25
12/30/2023,2,59,Yes,4,2,36
5/9/2023,4,43,Yes,6,3,24
2/17/2023,3,52,No,4,3,31
9/28/2023,1,63,Yes,9,2,39
10/6/2023,8,87,No,5,8,81
1/15/2023,5,77,No,4,2,63
5/4/2023,4,97,No,4,1,81
8/31/2023,5,79,No,7,0,63
5/17/2023,4,87,No,5,0,69
9/8/2023,3,84,Yes,9,4,66
9/26/2023,5,94,Yes,8,4,80
6/30/2023,4,68,No,8,8,52
6/28/2023,1,97,No,8,3,68
1/10/2023,3,75,Yes,6,4,57
4/15/2023,8,41,No,8,5,37
4/6/2023,7,80,No,6,9,68
1/22/2023,2,57,No,9,6,35
3/7/2023,1,88,No,9,8,65
6/1/2023,3,47,Yes,4,5,28
10/31/2023,5,97,No,8,0,82
8/11/2023,1,54,Yes,7,7,29
6/13/2023,3,80,Yes,9,1,62
1/5/2023,3,56,Yes,5,8,35
2/2/2023,5,62,Yes,5,6,51
10/24/2023,3,41,No,9,6,22
1/14/2023,9,45,No,4,9,42
5/25/2023,1,68,No,5,9,45
4/9/2023,4,66,Yes,5,4,48
10/7/2023,4,76,Yes,4,7,61
1/21/2023,1,88,Yes,4,9,59
2/28/2023,2,73,No,4,0,50
11/15/2023,1,57,No,7,2,33
6/18/2023,6,81,No,4,8,65
7/1/2023,3,49,Yes,4,0,26
6/11/2023,7,77,Yes,4,7,69
2/20/2023,5,98,No,9,5,87
9/25/2023,9,83,Yes,8,9,85
10/3/2023,7,56,Yes,9,4,46
4/23/2023,4,98,No,8,5,82
8/12/2023,5,52,Yes,7,4,36
1/12/2023,5,91,Yes,7,8,77
9/19/2023,5,99,No,5,1,85
11/19/2023,9,87,Yes,9,9,85
7/23/2023,3,81,Yes,8,5,62
7/14/2023,6,66,Yes,7,3,54
2/18/2023,8,92,Yes,7,2,89
3/17/2023,9,41,No,9,4,35
10/11/2023,7,73,No,5,1,65
12/1/2023,3,70,Yes,4,2,52
6/15/2023,1,62,No,6,6,37
2/16/2023,4,46,No,5,0,27
7/17/2023,6,77,No,6,1,60
5/23/2023,3,72,Yes,5,2,52
1/24/2023,1,51,Yes,5,9,28
7/13/2023,6,84,No,4,6,72
6/5/2023,1,51,No,7,3,23
10/6/2023,9,58,No,8,7,59
10/19/2023,1,48,No,5,7,20
5/9/2023,6,49,Yes,4,0,38
5/17/2023,1,56,No,6,4,31
9/30/2023,7,89,Yes,9,0,81
10/28/2023,3,79,Yes,9,6,66
10/1/2023,6,78,Yes,7,3,68
6/17/2023,7,80,Yes,9,7,75
10/13/2023,1,49,Yes,5,7,24
7/24/2023,1,51,Yes,6,8,26
10/6/2023,5,54,Yes,5,5,39
7/23/2023,6,70,No,9,6,61
12/3/2023,9,54,Yes,8,6,52
9/9/2023,1,67,No,9,4,38
6/9/2023,4,43,No,8,6,25
5/13/2023,8,75,No,9,8,73
9/29/2023,9,94,No,7,3,93
1/10/2023,3,40,No,6,1,16
5/10/2023,2,97,Yes,8,7,75
10/10/2023,4,83,Yes,4,6,64
5/22/2023,2,96,No,7,5,77
10/14/2023,1,73,No,5,6,44
12/15/2023,3,86,No,9,2,66
8/24/2023,7,56,Yes,6,5,48
10/19/2023,1,78,No,6,9,50
12/8/2023,2,77,Yes,9,6,56
5/26/2023,1,83,Yes,4,6,55
5/17/2023,8,90,No,8,4,83
3/16/2023,5,72,Yes,9,2,58
4/5/2023,8,99,Yes,6,1,93
2/23/2023,3,60,Yes,4,6,38
6/6/2023,7,65,No,4,3,55
1/18/2023,8,85,No,5,1,80
9/15/2023,6,75,No,4,7,64
7/31/2023,7,44,No,7,1,37
3/9/2023,2,72,No,6,5,49
5/23/2023,8,40,No,7,3,33
11/7/2023,5,92,No,4,8,78
10/14/2023,7,45,No,4,4,31
12/11/2023,1,76,Yes,7,3,53
7/19/2023,5,41,No,5,7,25
3/19/2023,1,96,Yes,4,2,69
8/5/2023,8,92,Yes,7,8,89
9/15/2023,4,98,No,7,7,80
10/19/2023,4,98,Yes,6,7,80
10/17/2023,2,44,Yes,5,9,22
1/14/2023,5,65,No,8,4,52
5/4/2023,1,80,Yes,7,0,59
10/6/2023,9,90,No,6,9,88
1/4/2023,5,92,Yes,8,8,81
11/4/2023,6,86,Yes,6,1,79
2/20/2023,2,52,No,6,0,28
2/11/2023,1,51,Yes,9,5,28
12/21/2023,4,44,Yes,5,0,19
5/22/2023,7,41,No,4,9,31
6/23/2023,6,98,No,5,9,87
2/17/2023,1,43,Yes,8,9,17
10/7/2023,1,98,Yes,9,6,75
3/22/2023,8,66,No,5,6,61
10/18/2023,4,89,Yes,4,0,72
5/11/2023,5,92,No,5,9,78
3/31/2023,7,49,No,5,4,36
8/31/2023,8,52,No,5,2,45
7/25/2023,7,83,Yes,7,1,74
